ID,名前,肩書き,シリーズ番号,シリーズ,手持ち1,手持ち2,手持ち3,手持ち4,手持ち5,手持ち6,画像ファイル,くれるもの,地方,会える場所,表示順,タイプ,アニメ登場回
511,トシノリ,じゅくがえり,3b,エメラルド,ジュプトル,コータス,ワニノコ,ピカチュウ,ヘイガニ,リザードン,03_jukugaeri_m.PNG,,ホウエン地方,トレーナーヒル,8,,
512,ツナ,じゅくがえり,3c,オメガルビー・アルファサファイア,トサキント,,,,,,03_jukugaeri_f.PNG,340円,ホウエン地方,キンセツキッチン,15,,
513,ミエコ,じゅくがえり,3c,オメガルビー・アルファサファイア,キノココ,アゲハント,,,,,03_jukugaeri_f.PNG,256円,ホウエン地方,カラクリやしき,15,,
514,ベイコ,じゅくがえり,3c,オメガルビー・アルファサファイア,ナゾノクサ,,,,,,03_jukugaeri_f.PNG,340円,ホウエン地方,キンセツキッチン,15,,
515,ナオト,じゅくがえり,4,ダイヤモンド・パール,ケーシィ,,,,,,03_jukugaeri_m.PNG,120円,シンオウ地方,コトブキシティ,9,,
516,チサト,じゅくがえり,4,ダイヤモンド・パール,ケーシィ,,,,,,03_jukugaeri_f.PNG,120円,シンオウ地方,コトブキシティ,9,,
517,ヨシノブ,じゅくがえり,4,ダイヤモンド・パール,ウパー,,,,,,03_jukugaeri_m.PNG,460円,シンオウ地方,レストランななつぼし,9,,
518,ガクト,じゅくがえり,4,ダイヤモンド・パール,ゴースト,,,,,,03_jukugaeri_m.PNG,600円,シンオウ地方,ヨスガジム,9,,
519,ユミカ,じゅくがえり,4,ダイヤモンド・パール,フワンテ,フワンテ,,,,,03_jukugaeri_f.PNG,560円,シンオウ地方,ヨスガジム,9,,
520,ユリエ,じゅくがえり,4,ダイヤモンド・パール,パチリス,,,,,,03_jukugaeri_f.PNG,880円,シンオウ地方,ナギサジム,9,,
521,トヨフミ,じゅくがえり,4,ダイヤモンド・パール,バリヤード,,,,,,03_jukugaeri_m.PNG,880円,シンオウ地方,ナギサジム,9,,
522,ナオト,じゅくがえり,4b,プラチナ,ムックル,,,,,,03_jukugaeri_m.PNG,120円,シンオウ地方,コトブキシティ,10,,
523,チサト,じゅくがえり,4b,プラチナ,ビッパ,,,,,,03_jukugaeri_f.PNG,120円,シンオウ地方,コトブキシティ,10,,
524,ヨシノブ,じゅくがえり,4b,プラチナ,ヌオー,,,,,,03_jukugaeri_m.PNG,520円,シンオウ地方,レストランななつぼし,10,,
525,ガクト,じゅくがえり,4b,プラチナ,ゴース,,,,,,03_jukugaeri_m.PNG,460円,シンオウ地方,ヨスガジム,10,,
526,トヨフミ,じゅくがえり,4b,プラチナ,レアコイル,,,,,,03_jukugaeri_m.PNG,940円,シンオウ地方,ナギサジム,10,,
527,タツトシ,じゅくがえり,2c,ハートゴールド・ソウルシルバー,ジグザグマ,,,,,,02_jukugaeri.PNG,840円,ジョウト地方,14ばんどうろ,11,,
528,フミトシ,じゅくがえり,2c,ハートゴールド・ソウルシルバー,サンドパン,ゴルバット,ロコン,,,,02_jukugaeri.PNG,780円、820円、960円、1040円,ジョウト地方,14ばんどうろ,11,,
529,タダツグ,じゅくがえり,2c,ハートゴールド・ソウルシルバー,スボミー,,,,,,02_jukugaeri.PNG,840円,ジョウト地方,14ばんどうろ,11,,
530,マサクニ,じゅくがえり,2c,ハートゴールド・ソウルシルバー,オオタチ,ピジョット,,,,,02_jukugaeri.PNG,1720円,ジョウト地方,1ばんどうろ,11,,
531,ノリタカ,じゅくがえり,2c,ハートゴールド・ソウルシルバー,ルージュラ,エレブー,ブーバー,,,,02_jukugaeri.PNG,1720円,ジョウト地方,1ばんどうろ,11,,
532,アル,じゅくがえり,5,ブラック・ホワイト,シママ,,,,,,03_jukugaeri_m.PNG,260円,イッシュ地方,3ばんどうろ,12,,
533,サワコ,じゅくがえり,5,ブラック・ホワイト,コロモリ,,,,,,03_jukugaeri_f.PNG,260円,イッシュ地方,3ばんどうろ,12,,
534,ミズホ,じゅくがえり,5,ブラック・ホワイト,ミネズミ,チョロネコ,,,,,03_jukugaeri_f.PNG,240円,イッシュ地方,3ばんどうろ,12,,
535,シュウヘイ,じゅくがえり,5,ブラック・ホワイト,マメパト,ダンゴロ,,,,,03_jukugaeri_m.PNG,240円,イッシュ地方,3ばんどうろ,12,,
536,ヨシオ,じゅくがえり,5,ブラック・ホワイト,ミネズミ,,,,,,03_jukugaeri_m.PNG,340円,イッシュ地方,シッポウジム,12,,
537,ノリコ,じゅくがえり,5,ブラック・ホワイト,ヨーテリー,ヨーテリー,ヨーテリー,,,,03_jukugaeri_f.PNG,300円,イッシュ地方,シッポウジム,12,,
538,オサム,じゅくがえり,5,ブラック・ホワイト,ムンナ,,,,,,03_jukugaeri_m.PNG,340円,イッシュ地方,ヤグルマのもり,12,,
539,ミリー,じゅくがえり,5,ブラック・ホワイト,マメパト,チョロネコ,,,,,03_jukugaeri_f.PNG,320円,イッシュ地方,ヤグルマのもり,12,,
540,シュウサク,じゅくがえり,5,ブラック・ホワイト,ピジョット,,,,,,03_jukugaeri_m.PNG,900円,イッシュ地方,ブラックシティ,12,,
541,トシノブ,じゅくがえり,5,ブラック・ホワイト,ドサイドン,,,,,,03_jukugaeri_m.PNG,900円,イッシュ地方,ブラックシティ,12,,
542,ヒロコ,じゅくがえり,5,ブラック・ホワイト,アゲハント,ドクケイル,,,,,03_jukugaeri_f.PNG,880円,イッシュ地方,ブラックシティ,12,,
543,ジェム,じゅくがえり,5,ブラック・ホワイト,ビードル,コクーン,スピアー,,,,03_jukugaeri_m.PNG,1260円,イッシュ地方,12ばんどうろ,12,,
544,アン,じゅくがえり,5,ブラック・ホワイト,パラス,ミノマダム,,,,,03_jukugaeri_f.PNG,1280円,イッシュ地方,12ばんどうろ,12,,
545,マリコ,じゅくがえり,5,ブラック・ホワイト,ズバット,ドードー,マグマッグ,ポチエナ,ラクライ,ノズパス,03_jukugaeri_f.PNG,1200円,イッシュ地方,ビレッジブリッジ,12,,
546,シンジ,じゅくがえり,5,ブラック・ホワイト,ズルズキン,デスカーン,ランクルス,,,,03_jukugaeri_m.PNG,1300円,イッシュ地方,ホワイトフォレスト,12,,
547,マナブ,じゅくがえり,5,ブラック・ホワイト,シードラ,サナギラス,ハクリュー,,,,03_jukugaeri_m.PNG,1260円,イッシュ地方,ビッグスタジアム、リトルコート,12,,
548,コズエ,じゅくがえり,5,ブラック・ホワイト,ノコッチ,ラブカス,デリバード,,,,03_jukugaeri_f.PNG,1260円,イッシュ地方,ビッグスタジアム、リトルコート,12,,
549,ケンサク,じゅくがえり,5b,ブラック2・ホワイト2,ヒヤップ,ヤナップ,バオップ,,,,03_jukugaeri_m.PNG,180円,イッシュ地方,サンギタウン,13,,
550,サチ,じゅくがえり,5b,ブラック2・ホワイト2,バオップ,ヒヤップ,ヤナップ,,,,03_jukugaeri_f.PNG,180円,イッシュ地方,サンギタウン,13,,
551,ノボル,じゅくがえり,5b,ブラック2・ホワイト2,イーブイ,ハーデリア,,,,,03_jukugaeri_m.PNG,340円,イッシュ地方,バトルカンパニー,13,,
552,マナミ,じゅくがえり,5b,ブラック2・ホワイト2,シキジカ,チョボマキ,,,,,03_jukugaeri_f.PNG,540円,イッシュ地方,6ばんどうろ,13,,
553,アツシ,じゅくがえり,5b,ブラック2・ホワイト2,タマゲタケ,カブルモ,,,,,03_jukugaeri_m.PNG,540円,イッシュ地方,6ばんどうろ,13,,
554,モモコ,じゅくがえり,5b,ブラック2・ホワイト2,ヒトモシ,,,,,,03_jukugaeri_f.PNG,700円,イッシュ地方,タワーオブヘブン,13,,
555,ミリー,じゅくがえり,5b,ブラック2・ホワイト2,ナゾノクサ,モンジャラ,キレイハナ,,,,03_jukugaeri_f.PNG,1200円,イッシュ地方,ヤグルマのもり,13,,
556,アズマ,じゅくがえり,5b,ブラック2・ホワイト2,コンパン,ヤンヤンマ,モルフォン,,,,03_jukugaeri_m.PNG,1200円,イッシュ地方,ヤグルマのもり,13,,
557,サワコ,じゅくがえり,5b,ブラック2・ホワイト2,ポポッコ,ワタッコ,キレイハナ,,,,03_jukugaeri_f.PNG,1220円,イッシュ地方,3ばんどうろ,13,,
558,シュウヘイ,じゅくがえり,5b,ブラック2・ホワイト2,ネイティ,ネイティオ,オニドリル,,,,03_jukugaeri_m.PNG,1220円,イッシュ地方,3ばんどうろ,13,,
559,アキヒト,じゅくがえり,5b,ブラック2・ホワイト2,キノココ,モジャンボ,,,,,03_jukugaeri_m.PNG,1260円,イッシュ地方,ゆめのあとち,13,,
560,ミノリ,じゅくがえり,5b,ブラック2・ホワイト2,ププリン,ベロベルト,,,,,03_jukugaeri_f.PNG,1260円,イッシュ地方,ゆめのあとち,13,,
561,マナブ,じゅくがえり,5b,ブラック2・ホワイト2,シードラ,コモルー,ハクリュー,,,,03_jukugaeri_m.PNG,1200円,イッシュ地方,ビッグスタジアム、リトルコート,13,,
562,コズエ,じゅくがえり,5b,ブラック2・ホワイト2,ラブカス,カモネギ,ベロリンガ,,,,03_jukugaeri_f.PNG,1200円,イッシュ地方,ビッグスタジアム、リトルコート,13,,
563,ウサオ,たんぱんこぞう,3,ルビー・サファイア,,,,,,,02_tanpan.PNG,,ホウエン地方,バトルタワー,6,,
564,ヨリト,とりつかい,3,ルビー・サファイア,,,,,,,02_toritsukai.PNG,,ホウエン地方,バトルタワー,6,,
565,ユカコ,おじょうさま,3,ルビー・サファイア,,,,,,,03_ojosama.PNG,,ホウエン地方,バトルタワー,6,,
566,マヒロ,カラテおう,3,ルビー・サファイア,,,,,,,02_karateou.PNG,,ホウエン地方,バトルタワー,6,,
567,カスケ,ニンジャごっこ,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
568,アサエ,じゅくがえり,3,ルビー・サファイア,,,,,,,03_jukugaeri_f.PNG,,ホウエン地方,バトルタワー,6,,
569,センゴ,こんちゅうマニア,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
570,ミナト,つりびと,3,ルビー・サファイア,,,,,,,02_tsuribito.PNG,,ホウエン地方,バトルタワー,6,,
571,カヤ,うきわガール,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
572,ヌマエ,だいすきクラブ,3,ルビー・サファイア,,,,,,,02_daisukiclub_f.PNG,,ホウエン地方,バトルタワー,6,,
573,コリン,ジェントルマン,3,ルビー・サファイア,,,,,,,02_gentleman.PNG,,ホウエン地方,バトルタワー,6,,
574,キミオ,キャンプボーイ,3,ルビー・サファイア,,,,,,,02_campboy.PNG,,ホウエン地方,バトルタワー,6,,
575,ナリス,トライアスリート,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
576,タイガ,やまおとこ,3,ルビー・サファイア,,,,,,,02_yamaotoko.PNG,,ホウエン地方,バトルタワー,6,,
577,アキホ,バトルガール,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
578,ナオジ,サイキッカー,3,ルビー・サファイア,,,,,,,02_psychic.PNG,,ホウエン地方,バトルタワー,6,,
579,ハイネ,ミニスカート,3,ルビー・サファイア,,,,,,,02_minisuka.PNG,,ホウエン地方,バトルタワー,6,,
580,カイリ,ギタリスト,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
581,リマー,おぼっちゃま,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
582,エイタ,むしとりしょうねん,3,ルビー・サファイア,,,,,,,02_mushitori.PNG,,ホウエン地方,バトルタワー,6,,
583,コマキ,ピクニックガール,3,ルビー・サファイア,,,,,,,02_picnicgirl.PNG,,ホウエン地方,バトルタワー,6,,
584,スミト,ポケモンコレクター,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
585,カイ,うきわボーイ,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
586,オトキ,キャンプファイヤー,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
587,ノン,サイキッカー,3,ルビー・サファイア,,,,,,,03_psychic_f.PNG,,ホウエン地方,バトルタワー,6,,
588,ナオカ,ビキニのおねえさん,3,ルビー・サファイア,,,,,,,02_bikini.PNG,,ホウエン地方,バトルタワー,6,,
589,ヒトエ,トライアスリート,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
590,ナルオ,かいじゅうマニア,3,ルビー・サファイア,,,,,,,02_kaijumania.PNG,,ホウエン地方,バトルタワー,6,,
591,サンジ,ふなのり,3,ルビー・サファイア,,,,,,,02_funanori.PNG,,ホウエン地方,バトルタワー,6,,
592,ミネコ,ポケモンブリーダー,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
593,ヒイナ,オカルトマニア,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
594,トキオ,いせきマニア,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
595,オウキ,トライアスリート,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
596,スグル,じゅくがえり,3,ルビー・サファイア,,,,,,,03_jukugaeri_m.PNG,,ホウエン地方,バトルタワー,6,,
597,ナツル,ポケモンレンジャー,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
598,トヨジ,かいパンやろう,3,ルビー・サファイア,,,,,,,02_kaipan.PNG,,ホウエン地方,バトルタワー,6,,
599,デイブ,トライアスリート,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
600,コトエ,おとなのおねえさん,3,ルビー・サファイア,,,,,,,02_onesan.PNG,,ホウエン地方,バトルタワー,6,,
601,キリエ,アロマなおねえさん,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
602,ヒダカ,ポケモンコレクター,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
603,クレア,トライアスリート,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
604,テツシ,ポケモンレンジャー,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
605,スギオ,だいすきクラブ,3,ルビー・サファイア,,,,,,,02_daisukiclub.PNG,,ホウエン地方,バトルタワー,6,,
606,トウア,トライアスリート,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
607,ノンキ,ポケモンブリーダー,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
608,ソヨギ,パラソルおねえさん,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
609,ヒビキ,キャンプボーイ,3,ルビー・サファイア,,,,,,,02_campboy.PNG,,ホウエン地方,バトルタワー,6,,
610,ニナ,じゅくがえり,3,ルビー・サファイア,,,,,,,03_jukugaeri_f.PNG,,ホウエン地方,バトルタワー,6,,
611,カナコ,おとなのおねえさん,3,ルビー・サファイア,,,,,,,02_onesan.PNG,,ホウエン地方,バトルタワー,6,,
612,トイチ,ニンジャごっこ,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
613,ルイ,トライアスリート,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
614,リリコ,ポケモンレンジャー,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
615,ザック,いせきマニア,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
616,ツカサ,かいパンやろう,3,ルビー・サファイア,,,,,,,02_kaipan.PNG,,ホウエン地方,バトルタワー,6,,
617,マヤ,オカルトマニア,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
618,ソウキ,トライアスリート,3,ルビー・サファイア,,,,,,,,,ホウエン地方,バトルタワー,6,,
619,シゲ,だいすきクラブ,3,ルビー・サファイア,,,,,,,02_daisukiclub.PNG,,ホウエン地方,バトルタワー,6,,
